concept_name,concept_synonym
"aminoacetic aicd 3.21g(A액300mL중), calcium gluconate 1.792g(B액800mL중), dextrose 180g(B액800mL중), L-alanine 1.86g(A액300mL중), L-arginine 2.37g(A액300mL중), L-aspartic acid 1.14g(A액300mL중), L-cysteine 0.3g(A액300mL중), L-g","aminoacetic aicd 3.21g (in 300mL of solution A), calcium gluconate 1.792g (in 800mL of solution B), dextrose 180g (in 800mL of solution B), L-alanine 1.86g (in 300mL of solution A), L-arginine 2.37g (A) (in 300 mL of solution), L-aspartic acid 1.14 g (in 300 mL of solution A), L-cysteine ​​0.3 g (in 300 mL of solution A), L-g"
"calcium chloride 0.3855g(0.257mg/mL)(2백), dextrose 24.75g(16.5mg/mL)(2백), magnesium chloride 0.153g(0.102mg/mL)(2백), sodium chloride 8.679g(5.786mg/mL)(2백), sodium lactate solution 11.7705g(7.847mg/mL)(2백)","calcium chloride 0.3855g (0.257mg/mL) (2 bags), dextrose 24.75g (16.5mg/mL) (2 bags), magnesium chloride 0.153g (0.102mg/mL) (2 bags), sodium chloride 8.679g (5.786) mg/mL) (2 bags), sodium lactate solution 11.7705g (7.847mg/mL) (2 bags)"
"calcium chloride 0.366g(0.183mg/mL)(2백), dextrose 50g(25mg/mL)(2백), magnesium chloride 0.1016g(50.8μg/mL)(2백), sodium chloride 10.76g(5.38mg/mL)(2백), sodium lactate 8.96g(4.48mg/mL)(2백)","calcium chloride 0.366g (0.183mg/mL) (2 bags), dextrose 50g (25mg/mL) (2 bags), magnesium chloride 0.1016g (50.8μg/mL) (2 bags), sodium chloride 10.76g (5.38mg/mL) mL) (2 bags), sodium lactate 8.96g (4.48mg/mL) (2 bags)"
"calcium chloride 0.366g(0.183mg/mL)(2백), dextrose 30g(15mg/mL)(2백), magnesium chloride 0.1016g(50.8μg/mL)(2백), sodium chloride 10.76g(5.38mg/mL)(2백), sodium lactate solution 8.96g(4.48mg/mL)(2백)","calcium chloride 0.366g (0.183mg/mL) (2 bags), dextrose 30g (15mg/mL) (2 bags), magnesium chloride 0.1016g (50.8μg/mL) (2 bags), sodium chloride 10.76g (5.38mg/mL) mL) (2 bags), sodium lactate solution 8.96g (4.48mg/mL) (2 bags)"
"cyproterone acetate 1mg/정(B정 12정중), estradiol valerate 2mg/정(A정 16정중), estradiol valetate 2mg/정(B정 12정중)","cyproterone acetate 1mg/tablet (out of 12 tablets B), estradiol valerate 2mg/tablet (out of 16 tablets A), estradiol valetate 2mg/tablet (out of 12 tablets B)"
clotrimazole 0.65g(질정 0.5g+ 크림 0.15g(10mg/g)),clotrimazole 0.65g (vaginal tablet 0.5g + cream 0.15g (10mg/g))
"calcium chloride 1.28625g(A용액 2500mL중)(2백), dextrose monohydrate 82.5g(A용액 2500mL중)(2백), magnesium chloride 0.50825g(A용액 2500mL중)(2백), sodium chloride 28.1975g(A용액 2500mL중)(2백), sodium lactate 50% solution 39.225g","Calcium chloride 1.28625g (in 2500mL of solution A) (2 bags), dextrose monohydrate 82.5g (in 2500mL of solution A) (2 bags), magnesium chloride 0.50825g (in 2500mL of solution A) (2 bags), sodium chloride 28.1975g ( (2 bags in 2500mL of solution A), sodium lactate 50% solution 39.225g"
"calcium chloride 0.4575g(0.183mg/mL)(2백), dextrose 106.25g(42.5mg/mL)(2백), magnesium chloride 0.127g(50.8μg/mL)(2백), sodium chloride 13.45g(5.38mg/mL)(2백), sodium lactate 11.2g(4.48mg/mL)(2백)","calcium chloride 0.4575g (0.183mg/mL) (2 bags), dextrose 106.25g (42.5mg/mL) (2 bags), magnesium chloride 0.127g (50.8μg/mL) (2 bags), sodium chloride 13.45g (5.38) mg/mL) (2 bags), sodium lactate 11.2g (4.48mg/mL) (2 bags)"
"calcium chloride 1.1025g(A분획 250mL중), dextrose anhydrate 5g(A분획 250mL중), magnesium chloride hexahydrate 0.50825g(A분획 250mL중), potassium chloride 0.7455g(A분획 250mL중), sodium bicarbonate 14.744g(B분획 4750mL중), sodium c","Calcium chloride 1.1025g (in 250mL of fraction A), dextrose anhydrate 5g (in 250mL of fraction A), magnesium chloride hexahydrate 0.50825g (in 250mL of fraction A), potassium chloride 0.7455g (in 250mL of fraction A), sodium bicarbonate 14.744g (B) (in 4750 mL fraction), sodium c"
"aminoacetic acid(glycine) 4.7219g(B액559.476mL중), calcium chloride dihydrate 0.5954g(B액559.476mL중), glucose 19 (glucose anhydrate 199.141g)(A액1053.189mL중), intralipid 20 (purified soybean oil 80.067g)(C액400.335mL중), L-alanine ","aminoacetic acid (glycine) 4.7219g (in 559.476mL of solution B), calcium chloride dihydrate 0.5954g (in 559.476mL of solution B), glucose 19 (glucose anhydrate 199.141g) (in 1053.189mL of solution A), intralipid 20 (purified soybean oil) 80.067g) (in 400.335mL of C solution), L-alanine"
"aminoacetic aicd 2.14g(A액200mL중), calcium gluconate 1.792g(B액800mL중), dextrose 120g(B액800mL중), L-alanine 1.24g(A액200mL중), L-arginine 1.58g(A액200mL중), L-aspartic acid 0.76g(A액200mL중), L-cysteine 0.2g(A액200mL중), L-g","aminoacetic aicd 2.14g (in 200mL of solution A), calcium gluconate 1.792g (in 800mL of solution B), dextrose 120g (in 800mL of solution B), L-alanine 1.24g (in 200mL of solution A), L-arginine 1.58g (A) (in 200 mL of solution), L-aspartic acid 0.76 g (in 200 mL of solution A), L-cysteine ​​0.2 g (in 200 mL of solution A), L-g"
"ceftriaxone sodium 1g(바이알), sodium chloride(0.9%) 0.9g(9mg/mL)(100mL중)","ceftriaxone sodium 1g (vial), sodium chloride (0.9%) 0.9g (9mg/mL) (in 100mL)"
"estradiol valerate 2mg/정, medroxyprogesterone acetate 5mg/정","estradiol valerate 2mg/tablet, medroxyprogesterone acetate 5mg/tablet"
tramadol hydrochloride 0.3g(1회/1일),tramadol hydrochloride 0.3g (once/day)
ulipristal acetate 5mg/정,ulipristal acetate 5mg/tablet
"calcium chloride dihydrate 0.368g(A용액 725mL중)(2백), dextrose monohydrate 50g(A용액 725mL중)(2백), magnesium chloride hexahydrate 0.102g(A용액 725mL중)(2백), sodium bicarbonate 4.2g(B용액 1,275mL중)(2백), sodium chloride 10.76g","Calcium chloride dihydrate 0.368g (in 725mL of solution A) (2 bags), dextrose monohydrate 50g (in 725mL of solution A) (2 bags), magnesium chloride hexahydrate 0.102g (in 725mL of solution A) (2 bags), sodium bicarbonate 4.2g (in 1,275 mL of solution B) (2 bags), sodium chloride 10.76 g"
"calcium chloride 0.4575g(0.183mg/mL)(2백), dextrose 37.5g(15mg/mL)(2백), magnesium chloride 0.127g(50.8μg/mL)(2백), sodium chloride 13.45g(5.38mg/mL)(2백), sodium lactate 11.2g(4.48mg/mL)(2백)","calcium chloride 0.4575g (0.183mg/mL) (2 bags), dextrose 37.5g (15mg/mL) (2 bags), magnesium chloride 0.127g (50.8μg/mL) (2 bags), sodium chloride 13.45g (5.38mg) /mL) (2 bags), sodium lactate 11.2g (4.48mg/mL) (2 bags)"
"calcium chloride 1.1025g(A분획 250mL중), dextrose anhydrate 5g(A분획 250mL중), magnesium chloride hexahydrate 0.50825g(A분획 250mL중), potassium chloride 1.491g(A분획 250mL중), sodium bicarbonate 14.744g(B분획 4750mL중), sodium ch","Calcium chloride 1.1025g (in 250mL of fraction A), dextrose anhydrate 5g (in 250mL of fraction A), magnesium chloride hexahydrate 0.50825g (in 250mL of fraction A), potassium chloride 1.491g (in 250mL of fraction A), sodium bicarbonate 14.744g (B) fraction (in 4750 mL), sodium ch"
"estradiol hemihydrate (as estradiol 1mg/정), norethisterone acetate 0.5mg/정","estradiol hemihydrate (as estradiol 1mg/tablet), norethisterone acetate 0.5mg/tablet"
"aminoacetic acid 5.35g(A액250mL중), calcium chloride dihydrate 0.207g(B액250mL중), dextrose 0.125g(B액250mL중), L-alanine 1.55g(A액250mL중), L-arginine 1.975g(A액250mL중), L-asparaginic acid 0.95g(A액250mL중), L-glutamic acid 1.6","aminoacetic acid 5.35g (in 250mL of solution A), calcium chloride dihydrate 0.207g (in 250mL of solution B), dextrose 0.125g (in 250mL of solution B), L-alanine 1.55g (in 250mL of solution A), L-arginine 1.975g (in 250 mL of solution A), L-asparaginic acid 0.95 g (in 250 mL of solution A), L-glutamic acid 1.6"
"calcium chloride 0.514g(0.257mg/mL)(2백), dextrose 50g(25mg/mL)(2백), magnesium chloride 0.204g(0.102mg/mL)(2백), sodium chloride 11.572g(5.786mg/mL)(2백), sodium lactate solution 15.694g(7.847mg/mL)(2백)","calcium chloride 0.514g (0.257mg/mL) (2 bags), dextrose 50g (25mg/mL) (2 bags), magnesium chloride 0.204g (0.102mg/mL) (2 bags), sodium chloride 11.572g (5.786mg/mL) mL) (2 bags), sodium lactate solution 15.694g (7.847mg/mL) (2 bags)"
"calcium chloride 0.514g(0.257mg/mL)(2백), dextrose 50g(25mg/mL)(2백), magnesium chloride 0.1016g(50.8μg/mL)(2백), sodium chloride 10.76g(5.38mg/mL)(2백), sodium lactate 8.96g(4.48mg/mL)(2백)","calcium chloride 0.514g (0.257mg/mL) (2 bags), dextrose 50g (25mg/mL) (2 bags), magnesium chloride 0.1016g (50.8μg/mL) (2 bags), sodium chloride 10.76g (5.38mg/mL) mL) (2 bags), sodium lactate 8.96g (4.48mg/mL) (2 bags)"
"calcium chloride dihydrate 0.4965g(B액750mL중), dextrose monohydrate 123.75g(B액750mL중), glycine 4.245g(A액750mL중), L-alanine 8.535g(A액750mL중), L-arginine 4.74g(A액750mL중), L-histidine 1.98g(A액750mL중), L-leucine 3.015g(A","Calcium chloride dihydrate 0.4965g (in 750mL of solution B), dextrose monohydrate 123.75g (in 750mL of solution B), glycine 4.245g (in 750mL of solution A), L-alanine 8.535g (in 750mL of solution A), L-arginine 4.74g (in 750 mL of solution A), 1.98 g of L-histidine (in 750 mL of solution A), 3.015 g of L-leucine (in 750 mL of solution A)"
"calcium chloride 0.514g(0.257mg/mL)(2백), dextrose 93.5g(46.75mg/mL)(2백), magnesium chloride 0.204g(0.102mg/mL)(2백), sodium chloride 11.572g(5.786mg/mL)(2백), sodium lactate solution 15.694g(7.847mg/mL)(2백)","calcium chloride 0.514g (0.257mg/mL) (2 bags), dextrose 93.5g (46.75mg/mL) (2 bags), magnesium chloride 0.204g (0.102mg/mL) (2 bags), sodium chloride 11.572g (5.786) mg/mL) (2 bags), sodium lactate solution 15.694g (7.847mg/mL) (2 bags)"
"calcium chloride 1.1025g(A분획 250mL중), dextrose anhydrate 5g(A분획 250mL중), magnesium chloride hexahydrate 0.50825g(A분획 250mL중), sodium bicarbonate 14.744g(B분획 4750mL중), sodium chloride 30.65175g(B분획 4750mL중)","Calcium chloride 1.1025g (in 250mL of fraction A), dextrose anhydrate 5g (in 250mL of fraction A), magnesium chloride hexahydrate 0.50825g (in 250mL of fraction A), sodium bicarbonate 14.744g (in 4750mL of fraction B), sodium chloride 30.65175g (in B fraction 4750mL) (in 4750mL fraction)"
"calcium chloride dihydrate 0.331g(B액500mL중), dextrose anhydrate 150g(B액500mL중), dipotassium hydrogen phosphate 2.61g(A액500mL중), glycine 4.38g(A액500mL중), L-alanine 8.8g(A액500mL중), L-arginine 4.89g(A액500mL중), L-histidine ","Calcium chloride dihydrate 0.331g (in 500mL of solution B), dextrose anhydrate 150g (in 500mL of solution B), dipotassium hydrogen phosphate 2.61g (in 500mL of solution A), glycine 4.38g (in 500mL of solution A), L-alanine 8.8g (in 500mL of solution A) (in 500 mL of solution A), L-arginine 4.89g (in 500 mL of solution A), L-histidine"
"alanine 8.73g(C액750mL중), arginine 4.86g(C액750mL중), asparaginic acid 2.7g(C액750mL중), calcium chloride dihydrate 0.88125g(C액750mL중), glucose monohydrate(as glucose anhydrate) 225g(A액750mL중), glutamic acid 6.315g(C액750mL중)","alanine 8.73g (in 750mL of solution C), arginine 4.86g (in 750mL of solution C), asparaginic acid 2.7g (in 750mL of solution C), calcium chloride dihydrate 0.88125g (in 750mL of solution C), monohydrate (as glucose anhydrate) 225g (in 750mL of solution A), glutamic acid 6.315g (in 750mL of solution C)"
사람유래피부각질세포 6 x 10^6 cells,Human-derived skin keratinocytes 6 x 10^6 cells
"calcium chloride dihydrate 1.032g(C액800mL중), glucose monohydrate 308g(C액800mL중), glycine 6.136g(B액800mL중), L-alanine 12.816g(B액800mL중), L-arginine 8.68g(B액800mL중), L-aspartic acid 2.56g(B액800mL중), L-glutamic acid 4.42","Calcium chloride dihydrate 1.032g (in 800mL of solution C), glucose monohydrate 308g (in 800mL of solution C), glycine 6.136g (in 800mL of solution B), L-alanine 12.816g (in 800mL of solution B), L-arginine 8.68g (in 800mL of solution B) (in 800 mL of solution B), L-aspartic acid 2.56 g (in 800 mL of solution B), L-glutamic acid 4.42"
"aminoacetic acid(glycine) 3.072g(B액399.36mL중), calcium chloride dihydrate 0.384g(B액399.36mL중), glucose 11 (glucose anhydate 129.792g)(A액1180.8mL중), intralipid 20 (purified soybean oil 67.2g)(C액339.84mL중), L-alanine 6.336g(B","aminoacetic acid (glycine) 3.072g (in 399.36mL of solution B), calcium chloride dihydrate 0.384g (in 399.36mL of solution B), glucose 11 (glucose anhydate 129.792g) (in 1180.8mL of solution A), intralipid 20 (purified soybean oil) 67.2g) (in 339.84mL of liquid C), L-alanine 6.336g (B)"
"alanine 12.735g(C액750mL중), arginine 7.095g(C액750mL중), asparaginic acid 3.945g(C액750mL중), calcium chloride dihydrate 1.168125g(C액750mL중), glucose monohydrate(as glucose anhydrate) 270g(A액750mL중), glutamic acid 9.21g(C액750m","alanine 12.735g (in 750mL of solution C), arginine 7.095g (in 750mL of solution C), asparaginic acid 3.945g (in 750mL of solution C), calcium chloride dihydrate 1.168125g (in 750mL of solution C), glucose monohydrate (as glucose anhydrate) 270g (in 750ml of solution A), glutamic acid 9.21g (750ml of solution C)"
"aminoacetic acid(glycine) 8.24g(B액800mL중), calcium chloride 0.528g(C액 800mL중), glucose 40 (glucose anhydate 320g)(C액 800mL중), intralipid 20 (purified soybean oil 80g)(A액400mL중), L-alanine 16.56g(B액800mL중), L-arginine 9.2g(B","aminoacetic acid (glycine) 8.24g (in 800mL of solution B), calcium chloride 0.528g (in 800mL of solution C), glucose 40 (glucose anhydate 320g) (in 800mL of solution C), intralipid 20 (80g of purified soybean oil) (solution A) in 400 mL), L-alanine 16.56 g (in 800 mL of B solution), L-arginine 9.2 g (in B"
"calcium chloride dihydrate 0.6615g(C액 750mL중), glucose monohydrate(as glucose anhydrate) 120g(A액 750mL중), glycine 2.475g(C액 750mL중), L-alanine 7.275g(C액 750mL중), L-arginine 4.05g(C액 750mL중), L-asparaginic acid 2.25g(C액 75","calcium chloride dihydrate 0.6615g (in 750mL of solution C), glucose monohydrate (as glucose anhydrate) 120g (in 750mL of solution A), glycine 2.475g (in 750mL of solution C), L-alanine 7.275g (in 750mL of solution C), L -arginine 4.05g (in 750mL of solution C), 2.25g of L-asparaginic acid (in 75ml of solution C)"
"cilastatin sodium 0.5g(바이알), imipenem monohydrate 0.5g(바이알), sodium chloride(0.9%) 0.9g(9mg/mL)(100mL중)","cilastatin sodium 0.5g (vial), imipenem monohydrate 0.5g (vial), sodium chloride (0.9%) 0.9g (9mg/mL) (in 100mL)"
"calcium chloride 0.3855g(0.257mg/mL)(2백), dextrose 70.125g(46.75mg/mL)(2백), magnesium chloride 0.153g(0.102mg/mL)(2백), sodium chloride 8.679g(5.786mg/mL)(2백), sodium lactate solution 11.7705g(7.847mg/mL)(2백)","calcium chloride 0.3855g (0.257mg/mL) (2 bags), dextrose 70.125g (46.75mg/mL) (2 bags), magnesium chloride 0.153g (0.102mg/mL) (2 bags), sodium chloride 8.679g (5.786) mg/mL) (2 bags), sodium lactate solution 11.7705g (7.847mg/mL) (2 bags)"
"aminoacetic acid(glycine) 1.536g(B액199.68mL중), calcium chloride dihydrate 0.192g(B액199.68mL중), glucose 11 (glucose anhydate 64.896g)(A액590.4mL중), intralipid 20 (purified soybean oil 33.984g)(C액169.92mL중), L-alanine 3.168g(B","aminoacetic acid (glycine) 1.536g (in 199.68mL of solution B), calcium chloride dihydrate 0.192g (in 199.68mL of solution B), glucose 11 (glucose anhydate 64.896g) (in 590.4mL of solution A), intralipid 20 (purified soybean oil) 33.984g) (in 169.92mL of C solution), L-alanine 3.168g (B"
"cefmetazole sodium 1g(바이알), sodium chloride(0.9%) 0.9g(9mg/mL)(100mL중)","cefmetazole sodium 1g (vial), sodium chloride (0.9%) 0.9g (9mg/mL) (in 100mL)"
"calcium chloride 0.514g(0.257mg/mL)(2백), dextrose 33g(16.5mg/mL)(2백), magnesium chloride 0.204g(0.102mg/mL)(2백), sodium chloride 11.572g(5.786mg/mL)(2백), sodium lactate solution 15.694g(7.847mg/mL)(2백)","calcium chloride 0.514g (0.257mg/mL) (2 bags), dextrose 33g (16.5mg/mL) (2 bags), magnesium chloride 0.204g (0.102mg/mL) (2 bags), sodium chloride 11.572g (5.786mg) /mL) (2 bags), sodium lactate solution 15.694g (7.847mg/mL) (2 bags)"
"calcium chloride dihydrate 0.662g(B액1000mL중), dextrose monohydrate 165g(B액1000mL중), glycine 5.66g(A액1000mL중), L-alanine 11.38g(A액1000mL중), L-arginine 6.32g(A액1000mL중), L-histidine 2.64g(A액1000mL중), L-leucine 4.02g(A","Calcium chloride dihydrate 0.662g (in 1000mL of solution B), dextrose monohydrate 165g (in 1000mL of solution B), glycine 5.66g (in 1000mL of solution A), L-alanine 11.38g (in 1000mL of solution A), L-arginine 6.32g (in 1000mL of solution A) (in 1000 mL of solution A), L-histidine 2.64 g (in 1000 mL of solution A), L-leucine 4.02 g (in 1000 mL of solution A)"
"aminoacetic aicd 4.28g(A액400mL중), calcium gluconate 1.792g(B액800mL중), dextrose 250.4g(B액800mL중), L-alanine 2.48g(A액400mL중), L-arginine 3.16g(A액400mL중), L-aspartic acid 1.52g(A액400mL중), L-cysteine 0.4g(A액400mL중), L","aminoacetic aicd 4.28g (in 400mL of solution A), calcium gluconate 1.792g (in 800mL of solution B), dextrose 250.4g (in 800mL of solution B), L-alanine 2.48g (in 400mL of solution A), L-arginine 3.16g (in 400mL of solution A) (in 400 mL of solution A), L-aspartic acid 1.52 g (in 400 mL of solution A), L-cysteine ​​0.4 g (in 400 mL of solution A), L"
"calcium chloride dihydrate 0.4965g(B액750mL중), dextrose anhydrate 225g(B액750mL중), dipotassium hydrogen phosphate 3.915g(A액750mL중), glycine 6.57g(A액750mL중), L-alanine 13.2g(A액750mL중), L-arginine 7.335g(A액750mL중), L-histid","Calcium chloride dihydrate 0.4965g (in 750mL of solution B), dextrose anhydrate 225g (in 750mL of solution B), dipotassium hydrogen phosphate 3.915g (in 750mL of solution A), glycine 6.57g (in 750mL of solution A), L-alanine 13.2g (in 750mL of solution A) (in 750 mL of solution A), L-arginine 7.335 g (in 750 mL of solution A), L-histid"
"calcium chloride 0.366g(0.183mg/mL)(2백), dextrose 85g(42.5mg/mL)(2백), magnesium chloride 0.1016g(50.8μg/mL)(2백), sodium chloride 10.76g(5.38mg/mL)(2백), sodium lactate 8.96g(4.48mg/mL)(2백)","calcium chloride 0.366g (0.183mg/mL) (2 bags), dextrose 85g (42.5mg/mL) (2 bags), magnesium chloride 0.1016g (50.8μg/mL) (2 bags), sodium chloride 10.76g (5.38mg) /mL) (2 bags), sodium lactate 8.96g (4.48mg/mL) (2 bags)"
"calcium chloride 0.3855g(0.257mg/mL)(2백), dextrose 37.5g(25mg/mL)(2백), magnesium chloride 0.153g(0.102mg/mL)(2백), sodium chloride 8.679g(5.786mg/mL)(2백), sodium lactate solution 11.7705g(7.847mg/mL)(2백)","calcium chloride 0.3855g (0.257mg/mL) (2 bags), dextrose 37.5g (25mg/mL) (2 bags), magnesium chloride 0.153g (0.102mg/mL) (2 bags), sodium chloride 8.679g (5.786mg) /mL) (2 bags), sodium lactate solution 11.7705g (7.847mg/mL) (2 bags)"
"sodium chloride(0.9%) 0.9g(9mg/mL)(100mL중), vancomycin hydrochloride 1g(바이알)","sodium chloride (0.9%) 0.9g (9mg/mL) (in 100mL), vancomycin hydrochloride 1g (vial)"
sodium cromoglycate 0.2g(1mg/회),sodium cromoglycate 0.2g (1mg/time)
"estradiol hemihydrate (as estradiol 2mg/정), norethisterone acetate 1mg/정","estradiol hemihydrate (as estradiol 2mg/tablet), norethisterone acetate 1mg/tablet"
budesonide 40mg(0.2mg/회),budesonide 40mg (0.2mg/time)
"alanine 4.245g(C액250mL중), arginine 2.365g(C액250mL중), asparaginic acid 1.315g(C액250mL중), calcium chloride dihydrate 0.389375g(C액250mL중), glucose monohydrate(as glucose anhydrate) 90g(A액250mL중), glutamic acid 3.07g(C액250mL","alanine 4.245g (in 250mL of C solution), arginine 2.365g (in 250mL of C solution), asparaginic acid 1.315g (in 250mL of C solution), calcium chloride dihydrate 0.389375g (in 250mL of C solution), glucose monohydrate (as glucose anhydrate) 90g (in 250mL of solution A), glutamic acid 3.07g (250mL of solution C)"
"calcium chloride dihydrate 0.368g(A용액 725mL중)(2백), dextrose monohydrate 85g(A용액 725mL중)(2백), magnesium chloride hexahydrate 0.102g(A용액 725mL중)(2백), sodium bicarbonate 4.2g(B용액 1,275mL중)(2백), sodium chloride 10.76g","Calcium chloride dihydrate 0.368g (in 725mL of solution A) (2 bags), dextrose monohydrate 85g (in 725mL of solution A) (2 bags), magnesium chloride hexahydrate 0.102g (in 725mL of solution A) (2 bags), sodium bicarbonate 4.2g (in 1,275 mL of solution B) (2 bags), sodium chloride 10.76 g"
"calcium chloride dihydrate 0.338g(B액457mL중), glucose monohydrate(as glucose 102.6g) 112.8g(A액789mL중), glycine 4.707g(B액457mL중), L-alanine 9.46g(B액457mL중), L-arginine 5.256g(B액457mL중), L-histidine 2.194g(B액457mL중), L-iso","Calcium chloride dihydrate 0.338g (in 457mL of solution B), glucose monohydrate (as glucose 102.6g) 112.8g (in 789mL of solution A), glycine 4.707g (in 457mL of solution B), L-alanine 9.46g (in 457mL of solution B) , L-arginine 5.256g (in 457mL of solution B), L-histidine 2.194g (in 457mL of solution B), L-iso"
"alanine 8.49g(C액500mL중), arginine 4.73g(C액500mL중), asparaginic acid 2.63g(C액500mL중), calcium chloride dihydrate 0.77875g(C액500mL중), glucose monohydrate(as glucose anhydrate) 180g(A액500mL중), glutamic acid 6.14g(C액500mL중)","alanine 8.49g (in 500mL of solution C), arginine 4.73g (in 500mL of solution C), asparaginic acid 2.63g (in 500mL of solution C), calcium chloride dihydrate 0.77875g (in 500mL of solution C), monohydrate (as glucose anhydrate) 180g (in 500mL of solution A), glutamic acid 6.14g (in 500mL of solution C)"
"calcium chloride 0.55125g(A용액 1500mL중)(2백), dextrose monohydrate 140.25g(A용액 1500mL중)(2백), magnesium chloride hexahydrate 0.30495g(A용액 1500mL중)(2백), sodium chloride 16.9185g(A용액 1500mL중)(2백), sodium lactate 50% solu","Calcium chloride 0.55125g (in 1500mL of solution A) (2 bags), dextrose monohydrate 140.25g (in 1500mL of solution A) (2 bags), magnesium chloride hexahydrate 0.30495g (in 1500mL of solution A) (2 bags), sodium chloride 16.9185g (in 1500mL of solution A) (2 bags), sodium lactate 50% solu"
"aminoacetic acid 7g(A액500mL중), calcium chloride 0.41375g(B액500mL중), dextrose 250g(B액500mL중), L-alanine 3.55g(A액500mL중), L-arginine 4.75g(A액500mL중), L-cysteine hydrochloride 0.12g(A액500mL중), L-histidine 10.4g(A액500mL","7g of aminoacetic acid (in 500mL of solution A), 0.41375g of calcium chloride (in 500mL of solution B), 250g of dextrose (in 500mL of solution B), 3.55g of L-alanine (in 500mL of solution A), 4.75g of L-arginine (in 500mL of solution A) in 500 mL), L-cysteine ​​hydrochloride 0.12 g (in 500 mL of solution A), 10.4 g of L-histidine (in 500 mL of solution A)"
"calcium chloride 0.514g(0.257mg/mL)(2백), dextrose 85g(42.5mg/mL), magnesium chloride 0.1016g(50.8μg/mL), sodium chloride 10.76g(5.38mg/mL), sodium lactate 8.96g(4.48mg/mL)","calcium chloride 0.514g (0.257mg/mL) (2 bags), dextrose 85g (42.5mg/mL), magnesium chloride 0.1016g (50.8μg/mL), sodium chloride 10.76g (5.38mg/mL), sodium lactate 8.96g (4.48mg/mL)"
"calcium chloride dihydrate 0.471g(B액636mL중), glucose monohydrate(as glucose 142.9g) 157.2g(A액1099mL중), glycine 6.551g(B액636mL중), L-alanine 13.165g(B액636mL중), L-arginine 7.314g(B액636mL중), L-histidine 3.053g(B액636mL중), L-","Calcium chloride dihydrate 0.471g (in 636mL of solution B), glucose monohydrate (as glucose 142.9g) 157.2g (in 1099mL of solution A), glycine 6.551g (in 636mL of solution B), L-alanine 13.165g (in 636mL of solution B) , L-arginine 7.314g (in 636mL of solution B), L-histidine 3.053g (in 636mL of solution B), L-"
"calcium chloride dihydrate 0.368g(A용액 725mL중)(2백), dextrose monohydrate 85g(A용액 725mL중)(2백), magnesium chloride hexahydrate 0.102g(A용액 725mL중)(2백), sodium bicarbonate 4.2g(B용액 1275mL중)(2백), sodium chloride 10.76g(","Calcium chloride dihydrate 0.368g (in 725mL of solution A) (2 bags), dextrose monohydrate 85g (in 725mL of solution A) (2 bags), magnesium chloride hexahydrate 0.102g (in 725mL of solution A) (2 bags), sodium bicarbonate 4.2g (in 1275mL of solution B) (2 bags), sodium chloride 10.76g ("
"calcium chloride dihydrate 0.368g(A용액 725mL중)(2백), dextrose monohydrate 30g(A용액 725mL중)(2백), magnesium chloride hexahydrate 0.102g(A용액 725mL중)(2백), sodium bicarbonate 4.2g(B용액 1,275mL중)(2백), sodium chloride 10.76g","Calcium chloride dihydrate 0.368g (in 725mL of solution A) (2 bags), dextrose monohydrate 30g (in 725mL of solution A) (2 bags), magnesium chloride hexahydrate 0.102g (in 725mL of solution A) (2 bags), sodium bicarbonate 4.2g (in 1,275 mL of solution B) (2 bags), sodium chloride 10.76 g"
"ceftriaxone sodium 2g(바이알), sodium chloride(0.9%) 0.9g(9mg/mL)(100mL중)","ceftriaxone sodium 2g (vial), sodium chloride (0.9%) 0.9g (9mg/mL) (in 100mL)"
"calcium chloride dihydrate 0.662g(B액1000mL중), dextrose anhydrate 300g(B액1000mL중), dipotassium hydrogen phosphate 5.22g(A액1000mL중), glycine 8.76g(A액1000mL중), L-alanine 17.6g(A액1000mL중), L-arginine 9.78g(A액1000mL중), L-his","Calcium chloride dihydrate 0.662g (in 1000mL of solution B), dextrose anhydrate 300g (in 1000mL of solution B), dipotassium hydrogen phosphate 5.22g (in 1000mL of solution A), glycine 8.76g (in 1000mL of solution A), L-alanine 17.6g (in 1000mL of solution A) (in 1000 mL of solution A), L-arginine 9.78g (in 1000 mL of solution A), L-his"
"calcium chloride dihydrate 0.368g(A용액 725mL중)(2백), dextrose monohydrate 50g(A용액 725mL중)(2백), magnesium chloride hexahydrate 0.102g(A용액 725mL중)(2백), sodium bicarbonate 4.2g(B용액 1275mL중)(2백), sodium chloride 10.76g(","Calcium chloride dihydrate 0.368g (in 725mL of solution A) (2 bags), dextrose monohydrate 50g (in 725mL of solution A) (2 bags), magnesium chloride hexahydrate 0.102g (in 725mL of solution A) (2 bags), sodium bicarbonate 4.2g (in 1275mL of solution B) (2 bags), sodium chloride 10.76g ("
"calcium chloride dihydrate 0.46g(A용액 906.25mL중)(2백), dextrose monohydrate 37.5g(A용액 906.25mL중)(2백), magnesium chloride hexahydrate 0.1275g(A용액 906.25mL중)(2백), sodium bicarbonate 5.25g(B용액 1593.75mL중)(2백), sodium chl","Calcium chloride dihydrate 0.46g (in 906.25mL of solution A) (2 bags), dextrose monohydrate 37.5g (in 906.25mL of solution A) (2 bags), magnesium chloride hexahydrate 0.1275g (in 906.25mL of solution A) (2 bags), sodium bicarbonate 5.25g (in 1593.75mL of solution B) (2 bags), sodium chl"
