concept_name,concept_synonym
MEDI ARMSLEEVE CCL1(손목-어깨),MEDI ARMSLEEVE CCL1 (wrist-shoulder)
레그프리 맞춤형 압박스타킹 하지,Leg-free custom compression stockings
그립앤실,Grip & Seal
아산화질소,nitrous oxide
BLUE THERMAL FILM (외자),BLUE THERMAL FILM (foreign capital)
차광용 INFUSION PUMP FILTER,INFUSION PUMP FILTER for light blocking
솝션프리(SORPTION-FREE) 수액필터세트(5㎛),SORPTION-FREE sap filter set (5\343\216\233)
탄력 스타킹아대,Elastic stocking bandage
BONE FLAT(편평골),BONE FLAT
MAXIS BRILLANT(허벅지밴드형),MAXIS BRILLANT (thigh band type)
하미포스트오피(HAMI POST OP),HAMI POST OP
BIO EDEN PEEK CAGE III(요추용),BIO EDEN PEEK CAGE III (for lumbar spine)
탄력붕대,elastic bandage
ANGELTOUCH INFUSION SET WITH PRECISION FLOW CONTROLLER (IV FILTER포함),ANGELTOUCH INFUSION SET WITH PRECISION FLOW CONTROLLER (IV FILTER included)
MIN-R S (외자),MIN-R S (foreign capital)
METAL ELEVATOR PLUS (CEMENT TUBE 등 포함),"METAL ELEVATOR PLUS (including CEMENT TUBE, etc.)"
일회용손조절식전기수술기용전극LF1520-OPEN THYROID,Disposable hand-adjustable electrosurgical device electrode LF1520-OPEN THYROID
ACE EDEN PEEK CAGE(경추용),ACE EDEN PEEK CAGE (for cervical spine)
아말감(수은포함:국산),Amalgam (contains mercury: domestically produced)
피부용스태플,Staples for skin
에즈라셀 밴드,Ezrazel Band
MINI VOLUME EXTENSION LINE(의약품주입여과기),MINI VOLUME EXTENSION LINE (Medicine Injection Filter)
메디팜밴드(MEDIPHARM BAND),MEDIPHARM BAND
일회용 여과기 부착침,Disposable filter attachment needle
JKMCL(좌)SMALL,JKMCL(left)SMALL
드레싱픽스,Dressing fix
압박용밴드[ANTI-EMBOLISM STOCKINGS(H51)],Compression band [ANTI-EMBOLISM STOCKINGS(H51)]
ACE EDEN PEEK CAGE IV(요추용),ACE EDEN PEEK CAGE IV (for lumbar spine)
성인용 필름,adult film
아이스밴드,ice band
CINE FILM (외자),CINE FILM (foreign investment)
성우베리픽스(SW VARY FIX),Voice actor Verifix (SW VARY FIX)
라인가이드,line guide
큐앤큐메딕스양면외과용패드플러스,Q&QMedics Double-Sided Surgical Pad Plus
THUASNE 림프부종재료,THUASNE Lymphedema Material
무라카미 F C,Murakami F C
U2 PSA REVISION KNEE(OFFSET STEM ADAPTER포함),U2 PSA REVISION KNEE (including OFFSET STEM ADAPTER)
케어젤(CAREGEL),CAREGEL
"OMNIOX 호흡회로(가온,가습용)",OMNIOX breathing circuit (for heating and humidification)
원에이드플랙스밴드,One Aid Flex Band
압박용밴드,Compression band
필터주사기,filter syringe
에이스밴드에스,Ace Band S
ACE EDEN PEEK CAGE IV(경추용),ACE EDEN PEEK CAGE IV (for cervical spine)
MICRO FILTER SYRINGE/일회용여과기부착침,MICRO FILTER SYRINGE/Disposable filter attachment needle
DRY LASER FILM:DI-HL(외자),DRY LASER FILM:DI-HL (foreign investment)
코지포아밴드팝,Cozy Poa Band Pop
리우스타,riusta
덕후 픽스 11,Nerd Fix 11
하이-아리스타로이21 정,Hi-Arista Roy 21 tablets
메디코리아아이브이패치,Medi Korea IV Patch
메디프로텍밴드 12호,Mediprotect Band No. 12
CIRONA DVT GARMENT(종아리),CIRONA DVT GARMENT(Calf)
"리젠팩(REGENPACK), 웰스탑(WELSTOP)","REGENPACK, WELSTOP"
휴메딕거즈,Humedic gauze
M필터니들주사기,M filter needle syringe
라온헤모밴드,Raon Hemo Band
미디픽스,midifix
바투거즈,batugars
HYDROXYAPATITE 인조이소골,HYDROXYAPATITE Artificial Ossicles
BIGLIANI/FLATOW COMPLETE SHOULDER MONOBLOCK HUMERAL STEM SET (STEM - HEAD 일체형),BIGLIANI/FLATOW COMPLETE SHOULDER MONOBLOCK HUMERAL STEM SET (STEM - HEAD integrated)
덕후 픽스 9,Nerd Fix 9
COFIELD (2)반치환용 SET,COFIELD (2) Semi-replacement SET
커버밴드,cover band
나픽스플러스아이브이반창고,Nafix Plus IV Bandage
라파거즈,Lafargeuse
성우소프트픽스(SW SOFT FIX),Voice Actor Soft Fix (SW SOFT FIX)
차광용 FILTER PU,FILTER PU for light blocking
테라스킨헤모씰,Terraskin Hemo Seal
소아용 필름,pediatric film
DRY LASER FILM(외자),DRY LASER FILM (foreign investment)
에이치피픽스,HP Fix
자착성비탄력붕대,Adhesive inelastic bandage
수액세트(K&P-02),Infusion set (K&P-02)
약물비흡착NON-PVC폴리올레핀필터,Drug non-adsorptionNON-PVC polyolefin filter
큐어패드에이플러스,Cure Pad A Plus
테라스킨멸균밴드,Terraskin Sterilization Band
에이스밴드브이,Ace Band V
플러시패드 플러스,Plush Pad Plus
원에이드운드드레싱에이엔,One Aid Wound Dressing A&N
OPTETRAK CC TAPER ADAPTOR(LOCKING SCREW포함),OPTETRAK CC TAPER ADAPTOR (including LOCKING SCREW)
필터니들,filter needle
대일드레싱밴드,Daeil Dressing Band
DVT-7700 SLEEVE(발),DVT-7700 SLEEVE (foot)
에이치피픽스 II,HP Fix II
트라우마밴드,trauma band
아이브이케어밴드,IV Care Band
저탄력붕대,low elastic bandage
DUCLIP(듀클립),DUCLIP
넥소덤케어,Nexoderm Care
성우유니버셜픽스(SW UNIVERSAL FIX),Voice Actor Universal Fix (SW UNIVERSAL FIX)
일회용여과기부착침(SUNGSHIM FILTER NEEDLE),Disposable filter needle (SUNGSHIM FILTER NEEDLE)
BIO EDEN PEEK CAGE III(경추용),BIO EDEN PEEK CAGE III (for cervical spine)
씨에스락비,CS Rock B
하이퍼포아프리미엄,Hyperpore Premium
메디픽스에이,Medifix A
페리오돈탈팩(1/3악),Periodontal pack (1/3 evil)
코파라이트,Copalite
페퍼포인트(국산),Pepper Point (domestic)
옥타다이알리시스압력반창고,Octadialysis pressure bandage
AGFA DENTUS M2 COMPORT(소아용 필름),AGFA DENTUS M2 COMPORT (pediatric film)
MP-A(CEMENT TUBE등 포함),"MP-A (including CEMENT TUBE, etc.)"
LAN 저탄력붕대,LAN low elastic bandage
MAXIS BRILLANT(무릎형),MAXIS BRILLANT (knee type)
루픽스(LOOPIX),LOOPIX
아토젠(ATOGEN),ATOGEN
MEDI ARMSLEEVE CCL2(손목-어깨),MEDI ARMSLEEVE CCL2 (wrist-shoulder)
"젠타큐(GENTA Q), 콜라실드 더블액션, 케이비폼, 이노티스(INOTISS), 아이키폼(IKEY FORM)","GENTA Q, Cola Shield Double Action, KB Form, INOTISS, IKEY FORM"
"에이스락플러스비,디,이 반창고","Ace Rock Plus B, D, E Band-Aid"
엠픽스,Mfix
이지 홀더,Easy Holder
DUOMED (무릎형),DUOMED (knee type)
큐어패드큐플러스,Cure Pad Q Plus
써지칼팩(1/3악),Surgical pack (1/3 evil)
DUOMED (허벅지형),DUOMED (thigh type)
덕후 픽스 10,Nerd Fix 10
덕후 픽스 3,Nerd Fix 3
이지레빈,Easy Levin
이지락네오픽스,Easy Rock Neofix
CI24R SYSTEM(ESPRIT3G 포함),CI24R SYSTEM (including ESPRIT3G)
이지 래빈,Easy Ravine
바이트블락,Byte Block
INNEX SC FEMORAL COMPONENT (MODULAR형),INNEX SC FEMORAL COMPONENT (MODULAR type)
ACE EDEN PEEK CAGE III (요추용),ACE EDEN PEEK CAGE III (for lumbar spine)
아쿠아케어,Aqua Care
멀티픽세이션(MULTIFIXATION),MULTIFIXATION
MEMORY CARE CONCEPT(허벅지밴드형),MEMORY CARE CONCEPT (thigh band type)
에프씨픽스,Fc Fix
가온가습용회로,Heating and humidifying circuit
엘지알로이 산,LG Aloy acid
엔도픽스,Endofix
MEDIVEN PLUS (무릎형),MEDIVEN PLUS (knee type)
쎄택패드,Setac Pad
에어포르S,Airpor S
방사선필름 (외자),Radiation film (foreign)
DRY LASER FILM:DVB (외자),DRY LASER FILM:DVB (foreign investment)
미디픽스A1,Midifix A1
탄력밴드,elastic band
의약품주입여과기,Pharmaceutical injection filter
메디픽스,Medifix
젠틀픽스안밴드,Gentle Fix An Band
DUOMED (팬티형),DUOMED (panty type)
네오드레싱,Neo Dressing
에코운드드레싱,Eco Sound Dressing
복합레진,composite resin
에이비디패드,ABD Pad
미디픽스NW,Midifix NW
이노티스 플러스,Innotis Plus
AKK멀티픽스,AKK Multifix
BIO EDEN PEEK CAGE I (경추용),BIO EDEN PEEK CAGE I (for cervical spine)
흡인용튜브카테터(CLOSED SUCTION CATHETER),Suction tube catheter (CLOSED SUCTION CATHETER)
JN멀티픽스,JN Multifix
일반형밴드중형,Standard band medium size
뉴어밴드,newer band
체액용적측정장치,body fluid volume measuring device
큐앤큐메딕스밴드,Q&Q Medics Band
캐비텍,Cavitec
이지가드,Easy Guard
화인압밴드,Fineap Band
일청포르말린크레솔액,Ilcheong formalin cresol solution
치과용임플란트상부구조물,Dental implant superstructure
웰픽스알파반창고,Wellpix Alpha Band-Aid
MAXIS BRILLANT(팬티형),MAXIS BRILLANT (panty type)
압박용밴드 (MAXIS COTTON COMFORT),Compression Band (MAXIS COTTON COMFORT)
큐어플러스,Cure Plus
MEDIFOAM B(MEDIFOAM T타입 포함),MEDIFOAM B (including MEDIFOAM T type)
안구영역임플란트,Eye area implant
수액세트 MF++,Infusion set MF++
인디케이터형중탄력붕대,Indicator type medium elastic bandage
큐리티아일랜드드레싱,Curity Island Dressing
FLOW CONTROL SET (유·소아용),FLOW CONTROL SET (for infants and children)
풍선카테타(IBC-201A),Balloon catheter (IBC-201A)
PRESERVATION MINIMALLY INVASIVE UNI-COMPARTMENTAL KNEE SYSTEM(TIBIAL COMPONENT - BEARING INSERT 일체형),PRESERVATION MINIMALLY INVASIVE UNI-COMPARTMENTAL KNEE SYSTEM(TIBIAL COMPONENT - BEARING INSERT INTEGRATED)
MEDIVEN THROMBEXIN 18 (무릎형),MEDIVEN THROMBEXIN 18 (knee type)
이지듀MD 보습크림,Easydew MD Moisturizing Cream
손가락/발가락붕대,Finger/toe bandage
이지폼 비점착형,Easy foam non-adhesive type
호스락,horse lock
비씨플라스터 멸균반창고,BC Plaster Sterilized Band-Aid
레이져 필름(외자),Laser film (foreign)
의약품주입여과기 2,Pharmaceutical injection filter 2
"MEDICAL IMAGING FILM, SD-Q(외자)","MEDICAL IMAGING FILM, SD-Q (foreign capital)"
이지락부직반창고,Easyrak non-woven bandage
OHM멀티픽스,OHM Multifix
케어픽스 엘티,Carefix LT
EAGLE SMALL LOCKING CLAVICLE PLATE/ HOOK 포함,EAGLE SMALL LOCKING CLAVICLE PLATE/ HOOK included
MEMORY CARE CONCEPT(무릎형),MEMORY CARE CONCEPT (knee type)
덕후아이브이픽스,DeokhuiVfix
유니그립,Unigrip
PENKO N BAND PLUS (구성품 제외),PENKO N BAND PLUS (excluding components)
일회용발조절식전기수술기용전극,Disposable foot-adjustable electrosurgical device electrode
라온실리콘테이프,Raon Silicone Tape
DRY FILM : DI-AT(외자),DRY FILM: DI-AT (foreign capital)
동영올인원메쉬코튼패드,Dongyoung All-in-one Mesh Cotton Pad
VI-BYE K2(부직포패드 제외),VI-BYE K2 (excluding non-woven pad)
CIRONA DVT GARMENT(허벅지),CIRONA DVT GARMENT (thigh)
의료기구 고정클립,Medical instrument fixing clip
실리칸플러스드레싱,Silican Plus Dressing
수액세트,Infusion set
덕후 픽스 2,Nerd Fix 2
BIOTRANS 침습적 혈압측정용 PRESSURE MONITORING KIT,BIOTRANS PRESSURE MONITORING KIT for invasive blood pressure measurement
"DURACON MODULAR FEMORAL COMPONENT(SPACER, DISTAL SCREW 포함)","DURACON MODULAR FEMORAL COMPONENT (including SPACER, DISTAL SCREW)"
일회용여과기부착침(FILTER NEEDLE WITH SYRINGE/AIRCAP FILTER NEEDLE WITH SYRINGE),Disposable filter attachment needle (FILTER NEEDLE WITH SYRINGE/AIRCAP FILTER NEEDLE WITH SYRINGE)
손목지혈대(DS/RG-444),Wrist tourniquet (DS/RG-444)
에테르,ether
국소지혈용드레싱,Topical hemostatic dressing
일회용여과기부착침,Disposable filter attachment needle
DRY LASER FILM:DI-AL (외자),DRY LASER FILM:DI-AL (foreign capital)
영운드레싱-실버,Youngwoon Dressing-Silver
MEDI HANDPIECE CCL2(장갑형),MEDI HANDPIECE CCL2 (glove type)
질경,speculum
알디실드,RDI SHIELD
INNEX CR/UC FEMORAL COMPONENT(일반형),INNEX CR/UC FEMORAL COMPONENT (general type)
성우폴리픽스(SW FOLEY FIX),SW FOLEY FIX
휴먼튜브락,Human Tube Lock
그린픽스,Green Fix
동영바디패드,Dongyoung body pad
리프로덤겔,Liproderm gel
라온픽스,Raon Fix
라파부직반창고,Rapha Nonwoven Bandage
크리원,Crione
베드드레싱픽스,Bed Dressing Fix
SILVER TRACE ELECTRODE(MRI용),SILVER TRACE ELECTRODE (for MRI)
VI-BYE K1 (부직포패드 제외),VI-BYE K1 (excluding non-woven pad)
C.P(국산),C.P (domestic)
케어픽스아이브이반창고,Care Fix IV Bandage
EIUS UNICOMPARTMENTAL KNEE SYSTEM(TIBIAL COMPONENT-BEARING INSERT 일체형),EIUS UNICOMPARTMENTAL KNEE SYSTEM(TIBIAL COMPONENT-BEARING INSERT integrated type)
ACE EDEN PEEK CAGE II(요추용),ACE EDEN PEEK CAGE II (for lumbar spine)
슈퍼포아 아쿠아(SUPERPORE AQUA),SUPERPORE AQUA
콜라폼A(COLLAFORM A),COLLAFORM A
멸균튜브패드,Sterile tube pad
픽세이션,fixation
수성멸균흡수패드,Water-based sterilizing absorbent pad
덕후 픽스 5,Nerd Fix 5
에드플렉스-에스아이,Edplex-SI
칼슘하이드록사이드,Calcium Hydroxide
투명밴드랜드,Transparent Band Land
맨스리벌티,Man\'s penalty
씨에스덤플러스,CS Derm Plus
치과용임플란트고정체,Dental implant fixture
의료기구용클립(LOCK TYPE),Clip for medical equipment (LOCK TYPE)
일회용발조절식전기수술기용 전극 PLA 303,Electrode PLA 303 for disposable foot-adjustable electrosurgical device
큐-크린X-5미크론,Q-CleanX-5 micron
에스클로저,S closure
메디큐어아쿠아밴드,Medicure Aqua Band
덕후멀티홀더A,Deokhu Multi Holder A
에이스패드,Ace Pad
F.C(국산),F.C (domestic)
쎄텍드레싱,Setec Dressing
보인-에이.씨.디.에이 액,Boyne-A.C.D.A.
GLOBAL C.A.P(TOTAL) (GLENOID 포함),GLOBAL C.A.P(TOTAL) (including GLENOID)
퓨어운드드레싱(멸균),Pure Wound Dressing (sterilized)
엑셀 졸밴드,Excel Sol Band
DRY FILM : DI-HL (외자),DRY FILM: DI-HL (foreign capital)
MF 마이크로필터,MF microfilter
이노폼 친수성드레싱,Innoform hydrophilic dressing
메디프로텍밴드,MediProtec Band
JM 압박용밴드,JM compression band
OPPO압박스타킹,OPPO compression stockings
MEDIVEN THROMBEXIN 18 (허벅지형),MEDIVEN THROMBEXIN 18 (thigh type)
CS CARE (구성품 제외),CS CARE (excluding components)
"대한멸균드레싱밴드(에이,비)","Korean Sterilized Dressing Band (A, B)"
의료용개공기구,Medical opening device
"ADVANCE UNICOMPARTMENTAL KNEE SYSTEM,ALL POLY TIBIAL COMPONENT(BEARING INSERT 일체형)","ADVANCE UNICOMPARTMENTAL KNEE SYSTEM,ALL POLY TIBIAL COMPONENT(BEARING INSERT all-in-one)"
골드핑거,goldfinger
이지 폴리,easy poly
"SUM호흡회로(가온, 가습용)",SUM breathing circuit (for heating and humidification)
손목지혈대(DS/RG-555),Wrist tourniquet (DS/RG-555)
에스비밴드,SB Band
엠픽스2,Mpix 2
덕후멀티홀더B,Deokhu Multi Holder B
키토플라스트서지컬,Ketoplast Surgical
흡인용튜브카테터,Suction tube catheter
워크 ETH,WORK ETH
약물비흡착 NON-PVC 폴리올레핀 픽스라인 필터,Drug non-adsorption NON-PVC polyolefin fix line filter
일회용발조절식전기수술기용 전극 PLA 304,Electrode PLA 304 for disposable foot-adjustable electrosurgical device
하이퍼포아보더포스트오피,Hyperpore Border Post Office
하이-아리스타로이 정,Hi-Aristaroy Jeong
라인가드,line guard
KYPHX INFLATABLE BONE TAMP (풍선카테타),KYPHX INFLATABLE BONE TAMP (balloon catheter)
원에이드클리어드레싱,One Aid Clear Dressing
원에이드클리어아이브이플러스,One Aid Clear IV Plus
와이엔케이 드레싱 케어,Y&K Dressing Care
에드플렉스,edplex
씨큐어덤피유드레싱,SecureDumpyou Dressing
펜코센서픽스,Penco Sensor Fix
DRYSTAR TM1 B/C(외자),DRYSTAR TM1 B/C (foreign capital)
차광용 FILTER PVC,FILTER PVC for shading
튜블러붕대,tubular bandage
한창메디클립,Hanchang Mediclip
텐드라메포아,Thendramepoa
성우픽스아이브이(SW FIX IV),Voice actor Fix IV (SW FIX IV)
푸쉬 메드 보호대(PUSH MED BRACE),PUSH MED BRACE
SP / SKIN-PROTECT(방사선 방어용도 제외),SP / SKIN-PROTECT (excluding radiation protection)
슈퍼픽스IV,Super Fix IV
DRY LASER FILM:SD-P/SD-PC(외자),DRY LASER FILM:SD-P/SD-PC (foreign)
"라온픽스(C,D,E,F)","Raon Fix (C, D, E, F)"
영벤드레싱,Young Bend Dressing
복대,belly band
화인밴드-에이(FINEBAND-A),FINEBAND-A
바로락,Baroque
CR FILM (외자),CR FILM (foreign capital)
FENSTER LOCK (구성품제외),FENSTER LOCK (excluding components)
방사선필름(외자),Radiation film (foreign)
KYPHX BONE FILLER DEVICE (INTRODUCER TOOL KIT포함),KYPHX BONE FILLER DEVICE (INTRODUCER TOOL KIT included)
표준필름,standard film
옥슬립,ox slip
"DROP SOL, I-DROP SOL, 블레파 MD 겔, BLEPHA MD GEL, 블레큐어 MD 겔, BLECURE MD GEL","DROP SOL, I-DROP SOL, BLEPHA MD GEL, BLEPHA MD GEL, BLECURE MD GEL, BLECURE MD GEL"
메디솝에이디,Medi Soap AD
쇄골밴드,clavicle band
발목보호대(AB102),Ankle protector (AB102)
"개두술(복잡)에 사용한 BURR,SAW 등 절삭기류",Cutting tools such as BURR and SAW used in craniotomy (complex)
해요멸균백,Heyeo sterilization bag
이지플러스실리콘밴드,Easy Plus Silicone Band
INTERAX (TS) FEMORAL COMPONENT (STEM ADAPTOR 포함),INTERAX (TS) FEMORAL COMPONENT (including STEM ADAPTOR)
TX ABUTMENT(구치부),TX ABUTMENT
밴드콜셋,band call set
파이카치 CAST PF,Pikachi CAST PF
광섬유카테터,Fiber Optic Catheter
플레이드 픽스컷,Plaid fix cut
"레노덤센텔라트리트먼트유브이프로텍션, 메디솝에이치, 레노덤센텔라트리트먼트유브이프로텍션수딩스팟패치","Lenoderm Centella Treatment UV Protection, Medi Soap H, Lenoderm Centella Treatment UV Protection Soothing Spot Patch"
티앤알메쉬 (SQUARE TYPE) / CARTRISH,T&R Mesh (SQUARE TYPE) / CARTRISH
다복 팔목 보호대(DB-PLM-01),Multiple wrist protectors (DB-PLM-01)
수액세트 FILTER (5㎛),Infusion set FILTER (5\343\216\233)
유로 심장충격기 패치(CORPULS 3),Euro Defibrillator Patch (CORPULS 3)
금광면탄력붕대,Geumgwang Cotton Elastic Bandage
MUCODOCTOR. 스토케어,MUCODOCTOR. Stocare
에스디거즈3호,Sdiggers No. 3
허리골반지지대,lumbar pelvic support
원더큐어 밴드(WONDER CURE BAND),WONDER CURE BAND
올인원픽스,All-in-one fix
엔도튜브홀더,Endo tube holder
NCB CANCELLOUS SCREW (LOCKING CAP포함),NCB CANCELLOUS SCREW (including LOCKING CAP)
"LOCKING TYPE ABUTMENT, 치과용임플란트상부구조물","LOCKING TYPE ABUTMENT, dental implant superstructure"
네오 종아리 컴프레션 JC-304,Neo Calf Compression JC-304
MEPIFORM ULTRA SCAR GEL (메피폼 울트라 스카젤),MEPIFORM ULTRA SCAR GEL
에스트라 더마온RX 로션 엠디,Aestura Derma On RX Lotion MD
탄력밴드 JC-7150 (UNI),Elastic Band JC-7150 (UNI)
티앤알메쉬 (ORBITAL TYPE) / CARTRISH,T&R Mesh (ORBITAL TYPE) / CARTRISH
세이브 스칼프,Save Scalp
HEART VESSEL AORTIC ARCH(CONDUIT포함),HEART VESSEL AORTIC ARCH (including CONDUIT)
킴스탄력붕대,Kimstan Power Bandage
옥스거즈3호,Ox gauze No. 3
NEXGEN LPS-FLEX TAPER STEM PLUG (LOCKING SCREW포함),NEXGEN LPS-FLEX TAPER STEM PLUG (including LOCKING SCREW)
메디와입스,Medi Wipes
비젼씨피밴드,Vision CP Band
이지픽스씨유,EasyFixCU
승원거즈,Seungwon Gauze
"REMSCAR GEL ADVANCED, 메디솝 메디컬 센텔라 스카 겔, MEDISORB MEDICAL CENTELLA SCAR GEL","REMSCAR GEL ADVANCED, MEDISORB MEDICAL CENTELLA SCAR GEL"
뉴어덤드레싱,New Adam Dressing
VANGUARD XP FEMORAL COMPONENT(POROUS TYPE 포함),VANGUARD XP FEMORAL COMPONENT (including POROUS TYPE)
"LACUDY, 라큐디, HYLACELL, 히라셀","LACUDY, LACUDY, HYLACELL, HYLACELL"
태명COOL ELASTIC BANDAGE,TaemyungCOOL ELASTIC BANDAGE
일회용소변유량·용적측정장치,Disposable urine flow/volume measuring device
폼가드,foam guard
프리락,Freelock
비젼헬스케어알엑스엘밴드부직반창고,Vision Healthcare RXL Band Nonwoven Bandage
"SHOULDER, KNEE, HIP 관절치환 수술팩","SHOULDER, KNEE, HIP joint replacement surgery pack"
WARMTOUCH AIR BLANKET-전신형,WARMTOUCH AIR BLANKET-Full body type
장관감압용 튜브,Tube for intestinal decompression
엠픽스3,Mpix 3
PREMA-B/KSM/ACL/PCL/KI(무릎),PREMA-B/KSM/ACL/PCL/KI (knee)
3-WAY EXTENSION TUBE(역류방지),3-WAY EXTENSION TUBE (backflow prevention)
메디터치힐,Medi Touch Heal
KNEE BRACE(각도조절무릎보조기),KNEE BRACE (angle-adjustable knee brace)
레피젤,Repizel
V-멀티홀더,V-Multi Holder
압박용밴드(압박 브라 A),Compression band (compression bra A)
킴스거즈,Kim\'s gauze
PREMA-1W (손목),PREMA-1W (wrist)
비앤지켈로스카씬,B&Z Keloska Scene
민드레이 심장충격기 패치(베네하트시리즈),Mindray Defibrillator Patch (Benehart Series)
메디솝넷친수성드레싱,Medi Soapnet Hydrophilic Dressing
KOOL KIT(신생아용),KOOL KIT (for newborns)
"ALTOCAST 알파 4""","ALTOCAST Alpha 4\"""
BCM ELECTRODE 성인용,BCM ELECTRODE ADULT
수성거즈에이3호,Water-based Gauze A No. 3
TUOZHENTHROMBO.압박용밴드,TUOZHENTHROMBO. Compression band
스카케어보더,Scar Care Border
테라클리어,Terraclear
애드고픽스부직반창고,Adgofix non-woven bandage
APACERAM B-59(요추후방용),APACERAM B-59 (for posterior lumbar spine)
안면보호구 FACE SHIELD,FACE SHIELD
킹파메디칼멸균거즈3호,Kingpa Medical Sterilized Gauze No. 3
심플로그 하이드로 이엑스 크림 MD,Simplelog Hydro EX Cream MD
"ROLL TOURNIQUET, 롤토니켓",ROLL TOURNIQUET
맥스폼에스,Max Form S
성십자멸균탄력붕대,Holy Cross Sterilized Elastic Bandage
3-WAY FILTER TUBE(0.2UM) (3-WAY 비포함),3-WAY FILTER TUBE(0.2UM) (3-WAY not included)
허리보호대 JM-621,Waist protector JM-621
탄력붕대-엔,Elastic Bandage-N
이지픽스아이,Easy Fix Eye
마노,agate
동서위생재료공업사 거즈4호,"Dongseo Sanitary Materials Co., Ltd. Gauze No. 4"
3S-PERCUTANEOUS ACCESS KIT(HAIR WIRE포함),3S-PERCUTANEOUS ACCESS KIT (including HAIR WIRE)
ACTIVA RC IMPLANTABLE NEUROSTIMULATOR (RECHARGER 포함),ACTIVA RC IMPLANTABLE NEUROSTIMULATOR WITH RECHARGER
파형변이지수측정법 센서(PCI),Waveform Variability Index Measurement Sensor (PCI)
파이카치 ONE STEP SPLINT P,Pikachi ONE STEP SPLINT P
의료용드라이필름,Medical dry film
비젼헬스케어엠하이퍼엑스에스밴드부직반창고,Vision Healthcare M HyperXS Band Nonwoven Bandage
덕후엔도픽스,Deokhu Endo Fix
손가락 부목 D06,Finger Splint D06
파이카치 ONE STEP SPLINT PB,Pikachi ONE STEP SPLINT PB
약물비흡착 NON-PVC 폴리올레핀 픽스라인필터 수액세트,Drug non-adsorption NON-PVC polyolefin fix line filter infusion set
다리 커프(LEG CUFF),LEG CUFF
부목(손목스프린트),Splint (wrist sprint)
FIXPANTS (픽스팬츠),FIXPANTS (fix pants)
FORS-III 흉요추용 ROD,FORS-III ROD for thoracolumbar spine
치과용임플란트 상부구조물(LUNA ANGLED ABUTMENT),Dental implant superstructure (LUNA ANGLED ABUTMENT)
"치과 관련 수술에 사용한 BURR,SAW 등 절삭기류 -발치,치근, 치조골성형술 등","Cutting tools such as BURR and SAW used in dental-related surgeries - tooth extraction, tooth root, alveolar osteoplasty, etc."
도원탄력붕대,Dowon elastic bandage
에떼르노 로션,Eterno Lotion
케어픽스플러스에이부직반창고,Care Fix Plus A Non-woven Bandage
3-WAY FILTER TUBE(5UM) (3-WAY 비포함),3-WAY FILTER TUBE(5UM) (3-WAY not included)
"DR.MED-TLSO,LSO(흉요추)","DR.MED-TLSO,LSO(thoracic lumbar)"
피부보호용,For skin protection
T C IV TIBIAL COMPONENT (BEARING INSERT 일체형),T C IV TIBIAL COMPONENT (BEARING INSERT integrated type)
펜코피유롤,pencopyeurol
이지폼 SACRUM,Easy Foam SACRUM
팽창성 부목(AIRBRACE),AIRBRACE
치과용임플란트고정체(SOLA RBM FIXTURE),Dental implant fixture (SOLA RBM FIXTURE)
수성 픽스밴드,Water-based Fix Band
솝션프리(SORPTION-FREE) NEEDLELESS CONNECTOR,SORPTION-FREE NEEDLELESS CONNECTOR
VI-BYE K2 (부직포패드 제외),VI-BYE K2 (excluding non-woven pad)
필립스 심장충격기 패치(하트스타트(H5) MRX/FR2/FR/4000/3000),Philips Defibrillator Patch (Heartstart (H5) MRX/FR2/FR/4000/3000)
메디터치 키토산,Meditouch Chitosan
씰리메드실리콘롤테이프,Sealy Med Silicone Roll Tape
이지셋,Easy set
"써지폼픽스, 써지폼뷰, 써지폼밴드","Surge Foam Fix, Surge Foam View, Surge Foam Band"
UI 임플란트,UI Implant
덕후 엔도홀더,Deokhu Endo Holder
티앤알 덴탈 PSI 플러스,T&R Dental PSI Plus
비젼헬스케어슈퍼밴드롤,Vision Healthcare Super Band Roll
영운드드레싱,Young Wound Dressing
PRESSURE LINE 역류방지형,PRESSURE LINE backflow prevention type
셀퓨전씨 엑스퍼트 배리덤 쉴드 크림 엠디,Cellfusion C Expert Variderm Shield Cream MD
아코반밴드,Akoban Band
다복 팔꿈치 보조기(DB-EBBRACE-03),Multiple Elbow Brace (DB-EBBRACE-03)
밸리폼,valley foam
DERMATIX ULTRA GEL(더마틱스 울트라 겔),DERMATIX ULTRA GEL
건강누리복대,Health Nuri Bokdae
SM밴드,SM band
세이프허그 플렉시픽스롤,Safe Hug Flexifix Roll
ZMR HIP REVISION STEM (BODY포함),ZMR HIP REVISION STEM (including BODY)
씰리테이프,Sealy Tape
유스필 리얼 스킨 블러썸,Youth Feel Real Skin Blossom
페이스트,paste
프리컷픽스젠틀롤테이프,Precut Fix Gentle Roll Tape
실리콘 인조유방,silicone artificial breast
눈 수술팩,eye surgery pack
인공수정체(NS-60YG 외),"Artificial lens (NS-60YG, etc.)"
비젼헬스케어에스밴드부직반창고,Vision Healthcare S-Band Nonwoven Bandage
KM탄력붕대,KM elastic bandage
하이퍼스킨프리미엄플러스,Hyper Skin Premium Plus
프로피클리어필름,PROFI CLEAR FILM
"벨라큐어, BELLACURE",BELLACURE
원더핏 S 테이프(WONDER FIT S TAPE),WONDER FIT S TAPE
트롬바,tromba
